antecedents	consequents	antecedent support	consequent support	support	confidence	lift	leverage	conviction	zhangs_metric
frozenset({'DevNet'})	frozenset({'Success'})	0.1	0.9025	0.0975	0.975	1.0803324099722993	0.0072500000000000064	3.8999999999999977	0.08262108262108268
frozenset({'RoSAS', 'DevNet'})	frozenset({'Success'})	0.033	0.9025	0.032	0.9696969696969697	1.074456476118526	0.0022175000000000007	3.217500000000004	0.07166171147880043
frozenset({'RCA'})	frozenset({'Success'})	0.084	0.9025	0.081	0.9642857142857143	1.068460625247329	0.00519	2.730000000000002	0.06994986252628173
frozenset({'DeepSAD'})	frozenset({'Success'})	0.0825	0.9025	0.0795	0.9636363636363636	1.0677411231427851	0.00504375	2.68125	0.06914811577810909
frozenset({'RCA', 'DeepSAD'})	frozenset({'Success'})	0.04	0.9025	0.0385	0.9625	1.0664819944598338	0.0023999999999999994	2.6000000000000023	0.06493506493506492
frozenset({'RCA', 'RePEN'})	frozenset({'Success'})	0.052	0.9025	0.05	0.9615384615384617	1.065416577881952	0.0030700000000000033	2.53500000000001	0.06476793248945155
frozenset({'PReNet', 'DevNet'})	frozenset({'Success'})	0.0385	0.9025	0.037	0.961038961038961	1.0648631147246106	0.002253749999999999	2.5025	0.06335118269595647
frozenset({'RePEN'})	frozenset({'Success'})	0.0725	0.9025	0.069	0.9517241379310346	1.054541981087019	0.0035687500000000094	2.019642857142863	0.055763897027227775
frozenset({'PReNet'})	frozenset({'Success'})	0.1025	0.9025	0.097	0.9463414634146342	1.0485777987973786	0.004493750000000005	1.8170454545454573	0.051618183384544755
frozenset({'ICL'})	frozenset({'Success'})	0.118	0.9025	0.1095	0.9279661016949153	1.0282172871965822	0.0030050000000000077	1.3535294117647079	0.031114424460804188
frozenset({'RoSAS'})	frozenset({'Success'})	0.1045	0.9025	0.096	0.9186602870813397	1.0179061352701826	0.0016887500000000027	1.198676470588236	0.019643937278987562
frozenset({'SLAD'})	frozenset({'Success'})	0.0965	0.9025	0.0885	0.9170984455958548	1.0161755629870968	0.0014087500000000003	1.1760937499999993	0.017618239176585723
frozenset({'NeuTraL', 'GOAD'})	frozenset({'Success'})	0.048	0.9025	0.044	0.9166666666666666	1.0156971375807942	0.00068	1.17	0.016233766233766236
frozenset({'DeepSVDD'})	frozenset({'Success'})	0.0895	0.9025	0.082	0.9162011173184358	1.0151812934276296	0.001226250000000012	1.1635000000000009	0.016424237553743077
frozenset({'GOAD'})	frozenset({'Success'})	0.115	0.9025	0.1045	0.908695652173913	1.0068649885583525	0.0007124999999999909	1.0678571428571428	0.00770416024653303
frozenset({'NeuTraL'})	frozenset({'Success'})	0.119	0.9025	0.1055	0.8865546218487395	0.9823319909681324	-0.0018974999999999964	0.8594444444444445	-0.020006747994053296
